clean_text,Label,char_len,word_count
dulu waktu pertamax di harga bawah k yang dar mahasiswa selalu ngisi bensin motor dg pertamax sekarang sjk semua nya naik halah anje lah mau kata pertalite orang miskin kalau isi motor ron saya rela kata miskin memang miskin wkwkw,0,271,48
video tampak pertamax keluar tangki sepeda motor bukti bbm sebut campur air md,0,118,17
harga bbm turun curiga nikmat uang haram oplos sudah semua institusi pak harus tegas bbm ron malaysia rp pertamax ron rpliter jangan hisap darah rakyat,0,205,33
sunmori puncak naik moge moge bensin pakai pertamax pepe bome doge semua sedia indodax username indodax bluechiponly,0,143,22
kapusan ngisi bensin mesti dikiro isi pertamax nyata isi nata de coco,0,76,12
dapat percik pertamax oplos,1,38,5
mau ayam goreng,1,15,3
jalan bareng oplos pertamax ikut tular ngoplos narasi wakil rakyat wakil koruptor,0,101,14
tidak pertamax,1,18,3
milih beliau gratis pertamax umur hidup,1,52,8
jaksa agung bicara soal grup wa sangka kasus pertamina,0,62,10
lha pertamax kan lbh murah dr kompetitor shell bp harga barang murah kok minta slamet,0,107,19
suganteh digenti ku henbodi,1,32,5
malu sender minta balut bukan korupsi pertamax lagi mau sampe kapan sih menstruasi jadi malu sini minta balut atas dia minta saham usaha loh,0,193,31
arah kan memang bgtu sengaja bikin antri biar beli pertamax betul pa dirut pertamina,0,98,17
selamat sore dari pertamina patra niaga klarifikasi pertamax kirim tanggal maret pasti kondisi sesuai spesifikasi tidak kandung air,2,199,29
pak bagaimana koq pertalite pertamax turbo malah turun ronnya padahal rencana mau pindah pertubo pas libur lebaran,0,131,21
republik anarki siapa bebas buat apa pasang pagar saja bebas oplo pertamax bebas bangun gedung das bebas ketua umum instan bebas masuk tweet diata bebas hanya rabas lampu merah yaah bebas sangat,1,229,38
kira ikut nyicip pertamax ya ngete ron maksud,0,53,9
siap,1,4,1
lah salah satu orang pindah pertamax pertalite sini ada spbu merah apa lah ngantri dikit,0,113,20
pak bagaimana pertamax motor biarpun cm motor kan judul pertamax tanggung jawab,0,100,16
tidak langsung ada nya pertamax oplos sedang gali kubur sendiri,0,88,12
pak bagaimana soal pertamina pakai pertamax sh tahun lohh walaupun cm motor kan rugi bagaimana woyyyy ada malu sama rakyat,0,142,25
gapernah itu beli beli produk nama pertamax kalau beli sekarang mend pertalite,0,89,15
mungkin lama ciprat duit oplos pertamax si tukang oplo,0,75,12
cuci tangan pake pertamax,0,25,4
pada pertamax,1,16,2
duit balik pertamax palsu,0,32,6
tolol kalau mau pertamax oplos air ada kalau kasih gratis bayar di oplo gratis,0,103,18
wkwkwkw nice baru mau bilang gin tidak potong deh enggak buat pertamax bbm atas buat pertalite duit manahhhh buat nombokinnya,0,161,26
dulu konaha banyak temu jenderal tabur bintang nyata bintang oplos pertamax rasa pertalite,0,110,15
takut sebut nama pusar oplos pertamax,0,53,8
bensin karena pertamax lg banyak tes pertamax lah di kualitas nya sudah baik harus tri ngecek kemarin cek semua produk pertamina jgn cm pertamax nya ini sih jd nya cm akal pertalite amp turbo rasa premium,0,261,44
alih karena pertamax lg banyak tes pertamax lah di kualitas nya sudah baik harus tri ngecek kemarin cek semua produk pertamina jgn cm pertamax nya ini sih jd nya cm akal pertalite amp turbo rasa premium,0,258,44
waahh minggu pertama masa puasa amp pantang prapaskah se indonesia jadi seger cerah ceria tengok nengok berita nasional editor imut imut semua bikin suasana puasa jadi cerah ceria penuh gairah pertamax bagi bagi diusulin gin kan gilaak,0,260,40
siapa ngisi pertamina sini baru pulang ponti bbrp hari sini gada shell bingung apa pertamax aman karena biasa isi pertamax asu pertamina babi,0,164,28
amplop karena pertamax lg banyak tes pertamax lah di kualitas nya sudah baik harus tri ngecek kemarin cek semua produk pertamina jgn cm pertamax nya ini sih jd nya cm akal pertalite amp turbo rasa premium,0,255,44
pertamina oplos pertamax vs andre psk digrebek,0,52,8
pertamax lg banyak tes pertamax lah di kualitas nya sudah baik harus tri ngecek kemarin cek semua produk pertamina jgn cm pertamax nya ini sih jd nya cm akal pertalite amp turbo rasa premium,0,244,42
pertamax tipu kak,0,26,5
t nya dewan disidak pom bensin pdhl oplos pertamax dr hulu dasar dongooook,0,87,16
eric tohir ketemu jaksa agung oplos pertamax lsg aman kendali ruuuar biasa negara sorganya koruptor,0,122,18
bukan pertamax bisa oplo kasus bisa oplo contoh kasus hasto karen agustiwan,0,90,16
ngoplos pertamax orang sumatera magerin laut orang sumatera korupsi timah orang sumatera tapi disalahin jawa lucu memang kaum sebrang,0,157,24
pertamax oplos emas antam palsu tata niaga timah csr bi serobot lahan duta palma olah ilegal tppi manipulasi asabri mereka bukan tari sudah pesta atas derita rakyat,0,203,30
yesus ubah air jadi anggur pertamina ubah pertalite jadi pertamax,0,79,10
asli bro level gondok sangat ama negara pale sejak kasus pertamax isi kek bajing mulai level atas bawah,0,138,24
hari mobil aq alih pertamax merk josh sangat beda harga sedikit puas akhir bye bye pertamina,0,129,21
kemarin bikin statement pertamax harga segitu pertamina tetep rugi sekarang bilang pertashop ancam bangkrut rasa pale sakit sangat ye ajg ngomong-ngomong kasus korupsi naik pertashop daerah memang sepi duluan malah bbrpa tutup,0,260,39
msia ron rmli ron rm li pertamina indonesia set price pertamax ron rm li pertalite ron rm li ron cheap premium pertamax ron harga tol indo x lipat tol msia lebih mahal,0,219,43
pertamax indonesia lebih mahal malaysia ron tol lebih mahal x lipat km kalau diperbande jalan tol indonesia malaysia,0,159,26
sangat jarang guna mobil sendiri telah kasus pertamax coba pindah belah nyata mesin mobil lebih halus tari lebih enteng lebih irit jadi lama sudah kena tipu cukup tak balik pakai pertamax produk pertamina,0,266,43
tiap hari kamu hak teriak nkri harga mati saya rela beli pertamax bukti kamu nasionalisme,0,97,17
waktu pake pertamax kata mix baru pindah pertalite denger bocor kalau mix terus pake mana,0,120,22
siap periksa kasus korupsi pertamina ahok pasti hadir jagung besok,0,76,11
sekarang ngomong tahu ngomong kalau tahu kasus pertamax,0,69,10
kalau ada orang kritis indonesia sudah kalian embat semua aset negeri bagaimana laut kau kapling pertamax kau oplo banyak lagiiiii,0,147,25
menteri badan usaha milik negara bumn erick thohir respons usul anggota komisi vi dpr mufti anam pertamina bagi pertamax gratis masyarakat bentuk minta maaf usul gaung buntut isu pertamax oplos pasar konsumen bagaimana,0,270,38
rakyat merasakanlangsung rugi akibat pertamax oplos menintut semua mantan petinggi pertamina panggil minta terang baik dpr di jaksa,0,181,24
kalau dsetiap daerah kota kabupaten indonesia shell bp jenis jual pertamax mgkin uda turun,0,117,19
wualah nyata si akrab sama male oplos pertamax,1,54,9
korupsi quadriliun riva siahaan oplo pertamax protestan korupsi t harvey mu katolik apa protestan orang muslim ada korupsi trilyunan,0,147,22
discount harga pale logis akibat oplo pertamax rakyat rugi materi mungkin hitung berapa biaya service kendara kena pertamax oplo masuk langgar ham rakyat rugi butuh hari,0,222,33
memang anye perintah semenjak kan jadi ganti shell bjir sengaja ngisi pertamax biar bagus malah zonk tai tai wkwkwkwk,0,133,23
gilir umat ibadah henti,1,38,5
muke gile si kumis doyan koleksi bini muda pantesan ketemu si et wktu masalah pertamax oplos nyata minta rumah mewah singapura,0,134,22
takabur deh,1,11,2
si botak takut bongkar kalau juga ikut nikmat pertamax oplos,0,70,11
review pertamax turbo kah ato sama aje,0,42,8
pertamax oplo minyakita isi gasesuai antam korupsi lpg kg oplo oplos target usaha kecil kaya umkm country repair,0,138,21
kalau pertamax turbo bagaimana bang review,0,43,8
edan sulap merah sampe ikut ngecek bensin indonesia lgsg hasil ya ikut hasil mnrt alat ukur ron pertalite pertamax turbo baik revvo,0,179,33
jangan lihat covernya lihat isi kalian paham kan tweet sy belum serang termul koper nozel cover pertamax isi pertalite kalian masalah kalian malah bela bohir koruptor pertamax oplos video man nderr,0,268,38
min hitung kasar benar underspek pertamax rerata kecil rugi tiap konsuman lama tahun capai juta asumsi selisih harga rupiah mulai dr pake ada record mobil jenis bbm nya,0,236,40
preeet ah apa kabar tu pertamina pertamax asli pertalite oplos kalian jabat seru omong doang pas aksi cuman manut bagi duit bnyk lupa juang rakyat,0,201,33
moga motor rusak,1,27,4
rebut palkon,1,14,2
pisah burung milik lalu goreng ikan anje,1,68,9
pasang truecaller aktifin fitur premium murah kok,1,49,7
juga tetap dlm kasus pertamax rasa pertalite,0,55,8
iri bilang,1,18,4
bongkar si riza chalid masuk,0,35,6
ngapain bayar pajak mend ngoplos pertamax,0,41,6
betul arti basic barrack,1,42,7
panik jangan dia masuk kelompok,1,41,7
samaa kak sempet ganti pertalite motor malah brebet lg mau gamau jdi pertamax lg ada cuman pertamina kalau shell jauh banget,0,132,24
takut borok buka,1,24,4
dukung,1,11,2
iya pertamax aman lama pake pertamax motor awal brebet jdi aman gara isu saya balik pertalite jdi brebet lg mau gamau saya isi pertamax di rmhku ada cuman si merah,0,200,38
video jadi panik,1,23,4
woooi psk bayar kalau mana kwitansinya bukti bayar online lain,0,90,14
pake pertamax oplos,0,21,3
semua dana,1,21,4
pertamax tidak fake,1,19,4
imigran yen hasil adu domba anak bangsa sudah anak pinak puncak tiap buang taik macan,1,125,20
psk razia bayar,1,31,5
kemarin jalan semarang tuju jogja pake motor isi pertamax malah mesin sering mati jalan njirr padahal pas jogja semarang isi pertalite malah aman,0,166,28
isi,1,6,1
ngomong-ngomong sekarang pertamax aman kann beli saya mls banget antri tiap plg kerja pom saya lwt selalu ular antri pertalite nya,0,134,26
pertamax gas lpg oplos case kemarin saya harus kaget kalau cinta asa pasang kemarin pure aka oplos,0,147,25
saat rakyat derita ulah koruptor mafia migas pertamina mafia minyak goreng rakyat tonton wakil rakyat terima amplop peduli sulit rakyat,0,187,26
kan pertamax turun jual jadi subsidi aman dong sapa buat kudu siap tanggung,0,101,17
api pertamax turbo mundur wong confess mie ayam disaksiin mntn,0,68,12
lagi siapa mau beli pertamax kualita pertalite,0,51,8
harga pertamax berbande biaya baik kendara,0,49,6
sakit hati ke tulang sumsum rugi yang pakai pertamax kamu ksn pakai pertalite,0,96,16
beli pertamax isi pertalite mend beli pertalite beneran selisih buat makan gaco,0,93,13
haechan api mark pertamax turbo awokawokawok hak sia sadaya,1,61,9
bro psk bayar,1,28,5
pisah burung milik lalu goreng,1,48,6
isi bbm pertamax spbu puluh kendara jambi malah mogok,0,63,11
wewenangkan batas uu tni no tahun,1,51,8
lah bisa dihapu lah harus rubah awas buat distribusi pertamax nya jumlah kendara harus pake pertamax bisa pertalite,0,161,26
kata pertamax sesuai tentu arti benar kuat temu jaksa belum pertamax sesuai tentu rugi negara masyarakat,0,156,20
kasus korupsi gila timah triliun emas antam palsu ratus triliun pertamax oplos triliun zaman mulyono buzzeer kelas kambe nyerangnya anis aneh kasus laut di patok oligarki buzzeer tolol diam dasar buzzeer kelas kambing,0,256,39
polo masih percaya pertalite subsidi gin deh kalau memang kualitas pertamax sama pertalite sama enggak pertalite yang push rugi pertamax kurang,0,181,28
hti ngoplos pertamax sama ngutil timah buos,1,45,8
jancok yang login akulaku pake waku tuloongggg,1,50,8
pertamax bodong antam bodong minyak bodong pln bodong lah ko mau kasih sertifikat kaya mau cari duid mereka malah mau nyolong ilmu,0,150,25
harus kubur lindung pagar laut lindung oplos pertamax gagas bumn bukan kaya negara lindung kasus blok m,0,140,24
umat ibadah larang henti,1,46,6
em memang bu restu cantik,1,24,5
ngapain beli pertamax kalau isi pertalite beda tidak ngantri doang,0,76,12
male triliun terus rugi semua pakai pertamax memang gaduh dong kak,0,86,13
keren kompak suami isteri,1,25,4
kalau uang legal buru hitung panik pak,1,54,10
kena ciprat minyak pertamax,0,35,5
kalau panik ngancam,1,24,4
tidak bakal pake pertamax kecuali paksa sangat vivo jago beneran rasa irit coy,0,103,16
tim mas pake pertamax soal sini ada selain pertamina,0,69,12
bebas umat agama ibadah,1,44,5
copot doang,1,13,2
periksa jagung soal korupsi pertamax oplos ahok bawa data rapat pertamina lengkap gtgtgt,0,99,13
saya bawa pertamax oplos biar makin membaraaa,1,50,8
hanyanorang bodoh beli pertalite denhan harga pertamax,0,57,8
ajak ketemu pas ketemu siram pake pertamax oplos terus bakar,0,62,10
banguna eta budak nginum pertamax oplos tah pertamax oplos jeung cai kolomberan,1,83,12
harus tahun depan tiap beli pertamax dapetnya pertamax turbo,0,74,12
pertamax loh,1,16,3
segera bentuk panja biar lihat jelas siapa yang main kasus oplos pertamax,0,97,15
akan beli pertamax koruptor dor,0,42,7
pertamax minyak coba spill cara biar ganti rugi,0,55,9
kemaren murtad depan kabah sekarang ini mau nutupin apa sih pertamax minyakkita,1,87,14
kecil kalau juta masuk sandwich gen bom harga naik potong pajak makin enak bikin atur beli pertamax tipu,0,138,23
pertaminapertashop oleng ecer tetep stabil ubah signifikan ada yang ditutuptutupin kalau hijau pertalite kalau biru pertamax kalau gradasi oplo lihat bentuk tinggal langgan mau apa tidak,0,234,34
astaghfirullah al adzim nk kena tipu akeh kancane mak oki bojoku juga tidak x yuungg mau ketawa takut dosa,1,108,21
oke baik janji hbs bigwin,1,29,6
bidang musik bikin rusuh rakyat kecil bikin rusuh sama banyak dari dulu kasus pertamax oplos bikin influencerinfluencer tiktok biasa asikasik sendiri speak sekarang dunia film bikin rusuh ikut apa,0,247,35
lebih dadak banyak alih pertamax super sih w jadi super abis duluan,0,92,15
pom teknik tu pertamax doang kh,0,34,7
sulap merah bongkar ron stiap spbu ada indo revo murah malah keren loh ketimbang pertamax turbo parah abis,0,117,21
wuiidih cuan nya rb ton rap awal biaya untuk beli harga standar beras baik kualitas turunin biar cuannya gedr jadi ber kutu mirip main sama pertamina beli bahan ron buat bikin pertamax kntl,0,232,41
kasin rektor belumnyobain jus pertamax,1,41,5
muncul usul pt pertamina persero bagi bahan bakar minyak bbm jenis pertamax gratis masyarakat sa,0,124,18
pandang perintah lebih tegas tangan duga pertamax oplos lalu masyarakat laku gugat class action thdp kasus tsb dengar ulas di,0,180,24
coba keluar harga pertamax non korupsi jamin laku,0,59,9
pertamax genang air karena curah hujan tadi malam sangat tinggi akibat dinding tangki dompak pertamax sebut rembes air genang tengki sebut kemudian air pasuk tengki simpan bbm jenis pertamax akibat jadi sebut bbm,0,278,38
tiba tiba banyak panik yang pale tolol yang ciprat apa apa sok iye bela sana sini klpun reward twit nilai pale tara tetes pertamax oplos,1,185,32
tinggal satu bensin berkualita jauh atas pertamax jarang tau sangat miris,0,80,12
andre sptnya sempat minum pertamax,1,34,5
ganti nama pertamax jadi pertamix kan oplos hihihi,0,56,9
si andre lupa bisa jadi aleg karena pilih sama rakyat rakyat pihak pale rugi atas kasus pertamax oplos,0,137,24
wah akhir kabar,1,22,4
hanya pertamax oplo pssi gencar di oplo bukan latih bibit bangsa prestasi malah sibuk ngoplos terus,0,124,21
presidenampwakilnya palsu oplos kaya pertamax,1,47,5
janganjangan juga terima alir tipu dana pertamax bagaimana,1,70,9
sogok erik tohir sperti bagi orang burhanudin hakim eman tolak aplg istri di iming rumah mewah disingapura lgsung minta suami terima sogok makanya nm erik tohir kakak lgsung hilang dr sangka oplos pertamax wes kacau,0,264,43
bahas pertalite pertamax oplos ada uang masuk apbn tuk bayar thr gaji,0,89,16
datum rujuk lapor kompas maret jual pertamax memang turun kasus oplos bongkar jagung banyak pertashop ancam bangkrut langgan takut kualitas bbm buruk hpmpi bilang pertamax pertashop cek ketat jadi,0,268,39
jaksa agung yakin sangka pertamina tak mungkin buat grup wa orangorang senang sel,0,87,14
andre rosiade wakil rakyat bukan sih kok bela pertamina bukan bela tuannyarakyat rugi pertamax oplos,0,132,19
tahan penuh tekan mati kepalang habis juta dodol pertamax tok wis ora payu tambah jebul dagangane oplos,1,122,18
saja ahok jd sangka pertamax kan komut tanggung jawab,1,79,13
pernah pake pertamax alih turbo kamu kalau sampe oplo turbo bakar spbu kamu juga ogahogahan pake pertamina mo bagaimana tempat tidak spbu pertamina gas buka daerah sudah kalau semua provinsi indo,0,249,47
bayar pertamax pertalite bukti bumn badan usaha mafia negara,0,66,10
benar ada update thehun,1,31,6
percaya yang beli pertamax karena gaada supply bbm brand di daerah,0,94,16
gausah gelut sentil langsung terbang kek kalau ama chanyul,1,65,10
jadi inget video bocah hampir meninggoy gara baju puluh lapis buat konten tau pas mau buka susah sendiri,1,112,18
